Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
,Male,SBD,Single-ply,24.5,24-34,Open,107.1,120,307.5,320.0,332.5,,332.5,202.5,0.0,210.0,,210.0,275.0,290.0,0.0,,290.0,832.5,3,494.11,494.11,473.8,593.15,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,41.0,40-44,Open,90.5,93,280.0,300.0,312.5,,312.5,225.0,232.5,0.0,,232.5,275.0,295.0,0.0,,295.0,840.0,3,534.75,540.1,515.26,653.79,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,27.0,24-34,Open,136.7,120+,0.0,0.0,330.0,,330.0,255.0,0.0,265.0,,265.0,220.0,245.0,252.5,,252.5,847.5,2,475.32,475.32,450.81,536.94,Yes,,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,38.0,35-39,Open,90.7,93,310.0,320.0,0.0,,320.0,250.0,0.0,0.0,,250.0,0.0,280.0,0.0,,280.0,850.0,1,540.52,540.52,520.79,660.08,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,32.0,24-34,Open,102.4,105,300.0,0.0,317.5,,317.5,220.0,227.5,0.0,,227.5,285.0,300.0,315.0,,315.0,860.0,5,518.6,518.6,498.05,625.16,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,27.0,24-34,Open,105.0,105,325.0,0.0,340.0,,340.0,225.0,235.0,0.0,,235.0,285.0,300.0,0.0,,300.0,875.0,1,522.86,522.86,501.72,626.96,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,25.0,24-34,Open,142.6,120+,315.0,330.0,345.0,,345.0,190.0,197.5,0.0,,197.5,320.0,335.0,357.5,,357.5,900.0,6,501.56,501.56,474.8,556.6,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,25.0,24-34,Open,145.1,120+,325.0,340.0,0.0,,340.0,235.0,245.0,0.0,,245.0,300.0,315.0,320.0,,320.0,905.0,2,503.09,503.09,475.91,555.18,Yes,,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,23.0,20-23,Open,91.0,93,310.0,325.0,0.0,,325.0,225.0,237.5,242.5,,242.5,315.0,335.0,340.0,,340.0,907.5,2,576.13,576.13,555.07,699.59,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,35.0,35-39,Open,159.7,120+,340.0,352.5,365.0,,365.0,315.5,330.5,0.0,,330.5,280.0,295.0,0.0,,295.0,990.5,7,543.15,543.15,511.03,578.82,Yes,Germany,BVDK,5/30/2015,Germany,BY,
,Male,SBD,Single-ply,25.0,24-34,Open,85.45,93,0.0,0.0,0.0,,,,,,,,,,,,,,DQ,,,,,Yes,,BVDK,5/30/2015,Germany,BY,
,Female,B,Raw,45.0,45-49,,55.7,57,,,,,,60.0,62.5,0.0,,62.5,,,,,,62.5,1,73.85,77.91,65.33,543.32,Yes,,BVDK,11/10/2018,Germany,HE,
,Female,B,Raw,24.0,24-34,Open,59.5,63,,,,,,55.0,0.0,0.0,,55.0,,,,,,55.0,1,61.72,61.72,54.54,474.07,Yes,,BVDK,11/10/2018,Germany,HE,
,Female,B,Raw,36.0,35-39,Open,61.3,63,,,,,,42.5,47.5,50.0,,50.0,,,,,,50.0,2,54.83,54.83,48.43,432.48,Yes,,BVDK,11/10/2018,Germany,HE,
,Female,B,Raw,64.5,60-64,,66.8,72,,,,,,62.5,65.0,67.5,,67.5,,,,,,67.5,1,69.41,100.65,61.24,542.75,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Female,B,Single-ply,29.5,24-34,Open,73.9,84,,,,,,95.0,100.0,0.0,,100.0,,,,,,100.0,1,95.96,95.96,84.45,539.97,Yes,,BVDK,11/10/2018,Germany,HE,
,Female,B,Raw,24.5,24-34,Open,76.7,84,,,,,,65.0,72.5,0.0,,72.5,,,,,,72.5,2,67.98,67.98,59.74,550.26,Yes,,BVDK,11/10/2018,Germany,HE,
,Female,B,Raw,39.0,35-39,Open,80.1,84,,,,,,75.0,77.5,80.0,,80.0,,,,,,80.0,1,73.15,73.15,64.15,590.72,Yes,,BVDK,11/10/2018,Germany,HE,
,Female,B,Single-ply,40.0,40-44,Open,106.7,84+,,,,,,105.0,115.0,125.0,,125.0,,,,,,125.0,1,102.32,102.32,87.19,548.68,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,24.5,24-34,Open,64.0,66,,,,,,115.0,120.0,0.0,,120.0,,,,,,120.0,1,96.68,96.68,93.95,597.66,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,54.5,50-54,,64.9,66,,,,,,82.5,87.5,0.0,,87.5,,,,,,87.5,1,69.67,83.88,67.67,429.86,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,15.0,13-15,,65.2,66,,,,,,90.0,95.0,0.0,,95.0,,,,,,95.0,1,75.35,88.91,73.17,465.1,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,14.5,13-15,,66.5,74,,,,,,55.0,62.5,65.0,,65.0,,,,,,65.0,1,50.72,59.85,49.22,312.2,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,32.5,24-34,Open,71.1,74,,,,,,107.5,0.0,117.5,,117.5,,,,,,117.5,1,87.02,87.02,84.28,536.27,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,49.5,45-49,,71.6,74,,,,,,100.0,107.5,112.5,,112.5,,,,,,112.5,1,82.88,92.25,80.26,510.54,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,19.5,20-23,Juniors,73.0,74,,,,,,105.0,110.0,0.0,,110.0,,,,,,110.0,1,79.9,82.3,77.34,491.66,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,18.0,18-19,,78.5,83,,,,,,80.0,0.0,90.0,,90.0,,,,,,90.0,1,62.19,65.92,60.1,380.63,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,47.0,45-49,,79.1,83,,,,,,125.0,132.5,0.0,,132.5,,,,,,132.5,1,91.11,98.58,88.03,472.54,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,86.5,80-999,,79.2,83,,,,,,80.0,0.0,0.0,,80.0,,,,,,80.0,1,54.97,128.46,53.11,336.04,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,61.0,60-64,,79.6,83,,,,,,95.0,100.0,102.5,,102.5,,,,,,102.5,2,70.2,95.89,67.82,399.1,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,20.0,20-23,Juniors,79.9,83,,,,,,125.0,130.0,0.0,,130.0,,,,,,130.0,1,88.82,91.49,85.8,543.25,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,47.0,45-49,,80.0,83,,,,,,110.0,120.0,125.0,,125.0,,,,,,125.0,1,85.34,92.33,82.44,521.84,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,36.0,35-39,Open,80.3,83,,,,,,130.0,135.0,140.0,,140.0,,,,,,140.0,2,95.35,95.35,92.1,583.0,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,26.0,24-34,Open,80.7,83,,,,,,120.0,130.0,132.5,,132.5,,,,,,132.5,3,89.97,89.97,86.89,549.74,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,31.5,24-34,Open,81.4,83,,,,,,140.0,0.0,0.0,,140.0,,,,,,140.0,1,94.55,94.55,91.31,481.76,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,64.0,60-64,,81.9,83,,,,,,120.0,135.0,140.0,,140.0,,,,,,140.0,1,94.2,136.59,90.95,479.95,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,27.0,24-34,Open,83.0,83,,,,,,187.5,0.0,192.5,,192.5,,,,,,192.5,1,128.49,128.49,124.03,783.2,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,54.5,50-54,,89.3,93,,,,,,120.0,130.0,0.0,,130.0,,,,,,130.0,1,83.32,100.32,80.31,502.75,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,31.5,24-34,Open,90.3,93,,,,,,130.0,137.5,0.0,,137.5,,,,,,137.5,3,87.63,87.63,84.44,527.84,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,27.0,24-34,Open,91.2,93,,,,,,135.0,175.0,180.0,,180.0,,,,,,180.0,1,114.15,114.15,109.97,536.35,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,44.5,40-44,,91.8,93,,,,,,0.0,0.0,145.0,,145.0,,,,,,145.0,1,91.66,95.6,88.29,550.61,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,36.0,35-39,Open,92.1,93,,,,,,150.0,155.0,0.0,,155.0,,,,,,155.0,2,97.82,97.82,94.22,587.33,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,26.0,24-34,Open,92.3,93,,,,,,150.0,157.5,0.0,,157.5,,,,,,157.5,1,99.3,99.3,95.64,595.96,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,45.5,45-49,,93.5,105,,,,,,100.0,110.0,115.0,,115.0,,,,,,115.0,1,72.06,76.02,69.38,431.47,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,50.0,50-54,,94.8,105,,,,,,110.0,115.0,117.5,,117.5,,,,,,117.5,1,73.16,82.67,70.41,436.94,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,23.5,24-34,Open,97.5,105,,,,,,150.0,160.0,170.0,,170.0,,,,,,170.0,1,104.55,104.55,100.55,496.01,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,33.0,24-34,Open,98.8,105,,,,,,207.5,212.5,217.5,,217.5,,,,,,217.5,1,133.02,133.02,127.89,787.75,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,58.5,55-59,,102.0,105,,,,,,120.0,125.0,132.5,,132.5,,,,,,132.5,1,80.02,103.3,76.86,410.23,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,35.0,35-39,Open,105.9,120,,,,,,120.0,125.0,130.0,,130.0,,,,,,130.0,1,77.45,77.45,74.3,451.34,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,66.5,65-69,,106.1,120,,,,,,120.0,0.0,130.0,,130.0,,,,,,130.0,1,77.4,116.96,74.25,450.83,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,54.0,50-54,,108.6,120,,,,,,125.0,130.0,132.5,,132.5,,,,,,132.5,1,78.29,94.26,75.03,453.18,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,71.5,70-74,,112.2,120,,,,,,120.0,0.0,0.0,,120.0,,,,,,120.0,1,70.2,118.01,67.2,402.76,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,16.0,16-17,,116.2,120,,,,,,90.0,100.0,105.0,,105.0,,,,,,105.0,1,60.84,68.75,58.15,345.55,Yes,,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,49.5,45-49,,121.7,120+,,,,,,180.0,190.0,200.0,,200.0,,,,,,200.0,1,114.62,127.57,109.31,640.47,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Male,B,Single-ply,57.0,55-59,,132.5,120+,,,,,,200.0,210.0,215.0,,215.0,,,,,,215.0,1,121.2,153.68,115.12,503.26,Yes,Germany,BVDK,11/10/2018,Germany,HE,
,Male,B,Raw,37.0,35-39,Open,165.6,120+,,,,,,185.0,195.0,203.0,,203.0,,,,,,203.0,1,110.71,110.71,103.92,555.34,Yes,,BVDK,11/10/2018,Germany,HE,
,Female,SBD,Raw,24.5,24-34,Open,52.0,52,85.0,92.5,97.5,,97.5,42.5,45.0,47.5,,47.5,95.0,102.5,105.0,,105.0,250.0,3,311.66,311.66,276.26,466.84,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,36.5,35-39,Open,51.2,52,92.5,97.5,100.0,,100.0,55.0,57.5,,,57.5,100.0,102.5,105.0,,105.0,262.5,2,331.17,331.17,293.74,495.92,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,42.0,40-44,Open,59.6,63,75.0,80.0,85.0,,85.0,50.0,52.5,55.0,,55.0,125.0,135.0,140.0,,140.0,280.0,G,313.79,320.07,277.28,493.53,Yes,Germany,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,24.5,24-34,Open,50.7,52,90.0,95.0,100.0,,100.0,52.5,57.5,60.0,,60.0,117.5,125.0,130.0,,130.0,290.0,1,368.63,368.63,327.1,554.87,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,30.5,24-34,Open,63.7,72,100.0,115.0,122.5,,122.5,65.0,0.0,0.0,,65.0,110.0,117.5,122.5,,122.5,310.0,1,330.16,330.16,291.5,532.09,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,28.0,24-34,Open,62.35,63,102.5,110.0,0.0,,110.0,62.5,0.0,0.0,,62.5,135.0,142.5,147.5,,147.5,320.0,1,346.38,346.38,305.9,555.22,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,23.0,20-23,Juniors,81.65,83,0.0,0.0,0.0,,,120.0,125.0,0.0,,125.0,210.0,220.0,0.0,,220.0,,DQ,,,,,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,36.5,35-39,Open,78.45,84,125.0,135.0,142.5,,142.5,67.5,75.0,77.5,,77.5,122.5,132.5,140.0,,140.0,360.0,1,333.08,333.08,292.41,566.0,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,21.5,20-23,Juniors,63.9,72,130.0,137.5,140.0,,140.0,65.0,0.0,0.0,,65.0,157.5,167.5,0.0,,167.5,372.5,1,395.8,399.75,349.43,641.57,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,22.5,20-23,Juniors,81.85,83,135.0,140.0,145.0,,145.0,90.0,95.0,100.0,,100.0,165.0,170.0,180.0,,180.0,425.0,4,286.07,286.07,276.22,401.88,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Raw,39.0,35-39,Open,98.4,84+,147.5,152.5,157.5,,157.5,92.5,97.5,102.5,,102.5,160.0,167.5,170.0,,170.0,430.0,1,359.76,359.76,309.68,616.95,Yes,Germany,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,26.5,24-34,Open,80.5,83,130.0,135.0,140.0,,140.0,95.0,100.0,105.0,,105.0,170.0,180.0,190.0,,190.0,435.0,2,295.82,295.82,285.72,418.43,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,22.5,20-23,Juniors,87.8,93,140.0,152.5,160.0,,160.0,90.0,97.5,102.5,,102.5,140.0,160.0,175.0,,175.0,437.5,3,282.92,282.92,272.79,395.69,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,16.5,16-17,Sub-Juniors,88.85,93,140.0,150.0,155.0,,155.0,85.0,0.0,95.0,,95.0,175.0,190.0,200.0,,200.0,450.0,1,289.19,312.32,278.76,406.02,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,29.5,24-34,Open,96.45,105,150.0,160.0,165.0,,165.0,97.5,105.0,0.0,,105.0,160.0,170.0,182.5,,182.5,452.5,3,279.58,279.58,268.97,386.35,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,27.5,24-34,Open,81.3,83,147.5,155.0,160.0,,160.0,100.0,105.0,0.0,,105.0,190.0,0.0,0.0,,190.0,455.0,1,307.53,307.53,296.98,438.38,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,20.5,20-23,Juniors,65.75,66,110.0,130.0,165.0,,165.0,112.5,120.0,125.0,,125.0,110.0,0.0,170.0,,170.0,460.0,1,362.32,369.57,351.75,522.95,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,21.5,20-23,Juniors,80.4,83,150.0,160.0,0.0,,160.0,100.0,107.5,0.0,,107.5,175.0,185.0,192.5,,192.5,460.0,3,313.06,316.19,302.38,447.75,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,20.5,20-23,Juniors,76.35,83,132.5,140.0,150.0,,150.0,92.5,100.0,0.0,,100.0,190.0,202.5,210.0,,210.0,460.0,2,323.79,330.26,313.08,465.24,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,19.5,20-23,Juniors,77.05,83,160.0,167.5,175.0,,175.0,120.0,125.0,130.0,,130.0,170.0,180.0,0.0,,180.0,485.0,1,339.29,349.47,328.01,491.79,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,21.5,20-23,Juniors,87.55,93,160.0,170.0,180.0,,180.0,82.5,90.0,97.5,,97.5,185.0,200.0,212.5,,212.5,490.0,2,317.36,320.53,306.01,454.24,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,28.5,24-34,Open,100.2,105,170.0,177.5,182.5,,182.5,117.5,122.5,0.0,,122.5,185.0,195.0,202.5,,202.5,507.5,2,308.61,308.61,296.58,432.69,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Single-ply,39.0,35-39,,96.65,105,185.0,0.0,195.0,,195.0,142.5,0.0,0.0,,142.5,180.0,200.0,0.0,,200.0,537.5,1,331.8,331.8,319.19,423.71,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,23.5,24-34,Open,88.4,93,162.5,175.0,180.0,,180.0,107.5,115.0,120.0,,120.0,207.5,225.0,240.0,,240.0,540.0,3,347.95,347.95,335.44,505.91,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,27.5,24-34,Open,91.55,93,185.0,192.5,0.0,,192.5,135.0,142.5,147.5,,147.5,215.0,222.5,232.5,,232.5,572.5,2,362.38,362.38,349.08,528.97,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,34.5,24-34,Open,113.75,120,195.0,207.5,212.5,,212.5,127.5,137.5,142.5,,142.5,195.0,210.0,220.0,,220.0,575.0,1,335.1,335.1,320.56,463.82,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,64.5,60-64,,119.0,120,190.0,200.0,210.0,,210.0,140.0,147.5,150.0,,150.0,210.0,215.0,220.0,,220.0,580.0,1,334.11,484.46,318.98,456.23,Yes,Germany,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,32.5,24-34,Open,96.7,105,180.0,0.0,0.0,,180.0,185.0,0.0,0.0,,185.0,215.0,220.0,225.0,,225.0,590.0,1,364.12,364.12,350.28,528.61,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,20.5,20-23,Juniors,92.1,93,190.0,200.0,0.0,,200.0,150.0,160.0,0.0,,160.0,210.0,240.0,0.0,,240.0,600.0,1,378.68,386.25,364.73,556.26,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,26.5,24-34,Open,121.15,120+,205.0,215.0,0.0,,215.0,140.0,150.0,0.0,,150.0,240.0,252.5,260.0,,260.0,625.0,1,358.54,358.54,342.03,493.06,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Single-ply,22.5,20-23,Juniors,103.05,105,210.0,222.5,0.0,,222.5,160.0,167.5,0.0,,167.5,220.0,235.0,0.0,,235.0,625.0,1,376.0,376.0,361.03,467.75,Yes,,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Raw,34.5,24-34,Open,91.75,93,190.0,210.0,225.0,,225.0,155.0,165.0,0.0,,165.0,200.0,225.0,250.0,,250.0,640.0,1,404.67,404.67,389.8,600.47,Yes,Germany,BVDK,8/25/2018,Germany,NW,
,Male,SBD,Single-ply,27.0,24-34,Open,118.5,120,250.0,265.0,275.0,,275.0,220.0,0.0,0.0,,220.0,290.0,320.0,350.0,,350.0,845.0,1,487.26,487.26,465.29,572.07,Yes,,BVDK,8/25/2018,Germany,NW,
,Female,SBD,Single-ply,24.0,24-34,Open,45.1,47,125.0,130.0,0.0,,130.0,0.0,85.0,90.0,,90.0,105.0,115.0,120.0,,120.0,340.0,3,470.79,470.79,421.18,554.66,Yes,Germany,BVDK,3/10/2018,Germany,,
,Female,SBD,Single-ply,18.0,18-19,Open,66.1,72,0.0,215.0,0.0,,215.0,130.0,137.5,0.0,,137.5,165.0,185.0,0.0,,185.0,537.5,1,556.97,590.39,491.5,683.46,Yes,,BVDK,3/10/2018,Germany,,
,Female,SBD,Single-ply,22.0,20-23,Open,71.5,72,195.0,200.0,205.0,,205.0,95.0,110.0,,,110.0,150.0,0.0,165.0,,165.0,480.0,5,470.69,475.39,414.68,602.58,Yes,Germany,BVDK,3/10/2018,Germany,,
,Female,SBD,Single-ply,21.0,20-23,Open,71.6,72,155.0,165.0,175.0,,175.0,82.5,87.5,92.5,,92.5,132.5,147.5,0.0,,147.5,415.0,3,406.57,414.7,358.18,535.2,Yes,Germany,BVDK,3/10/2018,Germany,,
,Female,SBD,Single-ply,29.0,24-34,Open,75.1,84,0.0,140.0,0.0,,140.0,87.5,0.0,0.0,,87.5,130.0,140.0,150.0,,150.0,377.5,16,358.57,358.57,315.4,488.11,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,26.0,24-34,Open,71.0,74,167.5,175.0,182.5,,182.5,120.0,125.0,127.5,,127.5,205.0,220.0,225.0,,225.0,535.0,11,396.64,396.64,384.18,504.53,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,23.0,20-23,Open,72.0,74,185.0,195.0,205.0,,205.0,130.0,0.0,0.0,,130.0,180.0,0.0,0.0,,180.0,515.0,8,377.86,377.86,365.86,483.72,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,44.0,40-44,Open,72.9,74,0.0,210.0,0.0,,210.0,125.0,0.0,0.0,,125.0,0.0,0.0,210.0,,210.0,545.0,14,396.26,413.3,383.56,504.27,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,36.0,35-39,Open,73.5,74,225.0,235.0,245.0,,245.0,105.0,107.5,110.0,,110.0,225.0,235.0,245.0,,245.0,600.0,12,433.68,433.68,419.7,546.04,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,19.0,18-19,Open,74.2,83,200.0,210.0,220.0,,220.0,140.0,145.0,150.0,,150.0,180.0,190.0,0.0,,190.0,560.0,7,402.05,418.13,389.0,510.76,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,24.0,24-34,Open,74.4,83,180.0,200.0,215.0,,215.0,150.0,162.5,0.0,,162.5,190.0,205.0,212.5,,212.5,590.0,4,422.78,422.78,409.03,533.9,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,26.0,24-34,Open,75.4,83,200.0,210.0,0.0,,210.0,0.0,140.0,0.0,,140.0,220.0,235.0,245.0,,245.0,595.0,13,422.41,422.41,408.56,533.48,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,25.0,24-34,Open,78.5,83,170.0,177.5,0.0,,177.5,120.0,127.5,0.0,,127.5,190.0,205.0,210.0,,210.0,515.0,16,355.88,355.88,343.91,458.71,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,32.0,24-34,Open,79.9,83,160.0,170.0,0.0,,170.0,105.0,110.0,115.0,,115.0,0.0,190.0,200.0,,200.0,485.0,15,331.37,331.37,320.11,430.98,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,20.0,20-23,Open,82.0,83,270.0,0.0,280.0,,280.0,170.0,180.0,0.0,,180.0,220.0,235.0,250.0,,250.0,710.0,2,477.38,491.7,460.92,593.88,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,34.0,24-34,Open,82.6,83,250.0,260.0,270.0,,270.0,172.5,182.5,0.0,,182.5,240.0,260.0,0.0,,260.0,712.5,7,476.96,476.96,460.45,593.23,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,37.0,35-39,Open,82.9,83,230.0,250.0,0.0,,250.0,187.5,192.5,0.0,,192.5,230.0,0.0,250.0,,250.0,692.5,10,462.57,462.57,446.53,577.02,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,50.0,50-54,Open,83.6,93,0.0,192.5,0.0,,192.5,130.0,142.5,147.5,,147.5,227.5,0.0,242.5,,242.5,582.5,14,387.17,437.51,373.68,492.36,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,48.0,45-49,Open,83.6,93,235.0,245.0,0.0,,245.0,170.0,175.0,177.5,,177.5,220.0,0.0,0.0,,220.0,642.5,13,427.05,468.48,412.17,537.0,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,46.0,45-49,Open,83.9,93,190.0,200.0,210.0,,210.0,147.5,155.0,0.0,,155.0,185.0,195.0,205.0,,205.0,570.0,10,378.07,403.78,364.87,482.06,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,38.0,35-39,Open,86.0,93,255.0,265.0,275.0,,275.0,200.0,210.0,0.0,,210.0,245.0,250.0,260.0,,260.0,745.0,5,487.25,487.25,470.0,603.36,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,50.0,50-54,Open,88.5,93,225.0,245.0,255.0,,255.0,140.0,145.0,147.5,,147.5,210.0,220.0,225.0,,225.0,627.5,15,404.09,456.62,389.55,509.12,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,41.0,40-44,Open,89.0,93,235.0,245.0,252.5,,252.5,165.0,172.5,177.5,,177.5,250.0,260.0,265.0,,265.0,695.0,6,446.24,450.7,430.14,555.93,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,26.0,24-34,Open,89.9,93,185.0,195.0,205.0,,205.0,125.0,132.5,0.0,,132.5,0.0,225.0,240.0,,240.0,577.5,15,368.88,368.88,355.49,469.05,Yes,,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,25.0,24-34,Open,91.2,93,235.0,245.0,250.0,,250.0,185.0,0.0,200.0,,200.0,220.0,235.0,245.0,,245.0,695.0,10,440.75,440.75,424.61,548.46,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,24.0,24-34,Open,91.9,93,275.0,285.0,,,285.0,190.0,200.0,0.0,,200.0,275.0,285.0,,,285.0,770.0,4,486.48,486.48,468.59,598.98,Yes,Germany,BVDK,3/10/2018,Germany,,
,Male,SBD,Single-ply,26.0,24-34,Open,92.4,93,330.0,0.0,0.0,,330.0,260.0,270.0,0.0,,270.0,335.0,350.0,357.5,,357.5,957.5,1,603.35,603.35,581.09,728.81,Yes,Germany,BVDK,3/10/2018,Germany,,
